Title,Release_Date,Expired_Date,Document_Number,Document_Type,Activity_Code,Clinical_Trials,URL
Resource-Related Research Projects in the Epidemiology and Prevention of Pediatric Injury (R24),3/21/2017,10/24/2019,PAR-17-228,PAR,R24,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-228.html
"Enhancing Science, Technology, EnginEering, and Math Educational Diversity (ESTEEMED)  Research Education Experiences (R25) ",3/14/2017,5/25/2019,PAR-17-221,PAR,R25,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-221.html
Mechanisms of Alcohol-associated Cancers (R21),3/13/2017,9/8/2020,PA-17-219,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-219.html
Mechanisms of Alcohol-associated Cancers (R01),3/13/2017,9/8/2020,PA-17-220,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-220.html
Limited Competition: Analysis of Data from NIA's Alzheimer's Disease Sequencing Project Follow-Up Study (U01),3/10/2017,5/8/2020,PAR-17-214,PAR,U01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-214.html
Nutrition and Alcohol-Related Health Outcomes (R01),3/9/2017,5/8/2020,PA-17-211,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-211.html
Nutrition and Alcohol-Related Health Outcomes (R03),3/9/2017,5/8/2020,PA-17-212,PA,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-212.html
Nutrition and Alcohol-Related Health Outcomes (R21),3/9/2017,5/8/2020,PA-17-213,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-213.html
Alliance of Glycobiologists for Cancer Research: Translational Tumor Glycomics Laboratories (U01),3/8/2017,2/8/2019,PAR-17-206,PAR,U01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-206.html
Alliance of Glycobiologists for Cancer Research: Biological Tumor Glycomics Laboratories (U01),3/8/2017,2/8/2019,PAR-17-207,PAR,U01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-207.html
Inter-organelle Communication in Cancer (R21),3/7/2017,1/16/2020,PAR-17-204,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-204.html
Inter-organelle Communication in Cancer (R01),3/7/2017,1/16/2020,PAR-17-203,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-203.html
Maximizing Investigators' Research Award for Early Stage Investigators (R35),3/3/2017,10/4/2019,PAR-17-190,PAR,R35,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-190.html
Translational Research in Pediatric and Obstetric Pharmacology and Therapeutics (R03),3/3/2017,4/4/2020,PAR-17-188,PAR,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-188.html
Evaluating Natural Experiments in Healthcare to Improve Diabetes Prevention and Treatment (R18),2/28/2017,11/2/2019,PAR-17-178,PAR,R18,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-178.html
From Genomic Association to Causation: A Convergent Neuroscience Approach for Integrating Levels of Analysis to Delineate Brain Function in Neuropsychiatry   (Collaborative U01),2/27/2017,1/8/2020,PAR-17-176,PAR,U01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-176.html
From Genomic Association to Causation: A Convergent Neuroscience Approach for Integrating Levels of Analysis to Delineate Brain Function in Neuropsychiatry   (U01),2/27/2017,5/8/2019,PAR-17-179,PAR,U01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-179.html
Cancer Tissue Engineering Collaborative: Enabling Biomimetic Tissue-Engineered Technologies for Cancer Research (R01),2/21/2017,1/8/2019,PAR-17-171,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-171.html
Alcohol Research Resource Awards (R24),2/21/2017,5/8/2020,PAR-17-170,PAR,R24,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-170.html
Biomarkers:  Bridging Pediatric and Adult Therapeutics (R21),2/21/2017,5/8/2020,PAR-17-169,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-169.html
"Functional Genetics, Epigenetics, and Non-coding RNAs in Substance Use Disorders (R21)",2/8/2017,5/8/2020,PA-17-157,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-157.html
"Functional Genetics, Epigenetics, and Non-coding RNAs in Substance Use Disorders (R01)",2/8/2017,5/8/2020,PA-17-155,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-155.html
Secondary Data Analyses to Explore NIMH Research Domain Criteria (R03),2/8/2017,5/8/2020,PAR-17-158,PAR,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-158.html
Advancing our Understanding of the Brain Epitranscriptomics (R01),2/3/2017,5/8/2020,PAR-17-153,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-153.html
Advancing Our Understanding of the Brain Epitranscriptome (R21),2/3/2017,5/8/2020,PAR-17-152,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-152.html
NIDCR Prospective Observational or Biomarker Clinical Validation Study Cooperative Agreement (U01),2/3/2017,1/8/2020,PAR-17-154,PAR,U01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-154.html
Mechanisms of Disparities in Chronic Liver Diseases and Cancer (R21),2/2/2017,4/5/2019,PAR-17-150,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-150.html
Mechanisms of Disparities in Chronic Liver Diseases and Cancer (R01) ,2/2/2017,4/5/2019,PAR-17-151,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-151.html
Development of Highly Innovative Tools and Technology for Analysis of Single Cells (STTR) (R41/R42) ,2/1/2017,1/6/2020,PA-17-148,PA,R41/R42,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-148.html
Development of Highly Innovative Tools and Technology for Analysis of Single Cells (SBIR) (R43/R44)  ,2/1/2017,1/6/2020,PA-17-147,PA,R43/R44,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-147.html
"International Research in Infectious Diseases, including AIDS (R01) ",1/30/2017,8/23/2019,PAR-17-142,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-142.html
CVM Vet-LIRN Veterinary Diagnostic Laboratory Program (U18) ,1/27/2017,2/16/2019,PAR-17-141,PAR,U18,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-17-141.html
Limited Competition: National Primate Research Centers (P51),1/27/2017,1/26/2020,PAR-17-144,PAR,P51,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-144.html
"Public Policy Effects on Alcohol-, Marijuana-, and Other Substance-Related Behaviors and Outcomes (R03)",1/25/2017,5/8/2020,PA-17-134,PA,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-134.html
"Public Policy Effects on Alcohol-, Marijuana-, and Other Substance-Related Behaviors and Outcomes (R21)",1/25/2017,5/8/2020,PA-17-132,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-132.html
"Public Policy Effects on Alcohol-, Marijuana-, and Other Substance-Related Behaviors and Outcomes (R01)",1/25/2017,5/8/2020,PA-17-135,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-135.html
Lead Optimization and Preclinical Development of Therapeutic Candidates for Diseases of Interest to the NIDDK (R41/R42),1/24/2017,1/6/2020,PA-17-131,PA,R41/R42,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-131.html
Lead Optimization and Preclinical Development of Therapeutic Candidates for Diseases of Interest to the NIDDK (R43/R44),1/24/2017,1/6/2020,PA-17-130,PA,R43/R44,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-130.html
Juvenile Protective Factors and Their Effects on Aging (R03),1/18/2017,3/17/2020,PAR-17-127,PAR,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-127.html
Juvenile Protective Factors and Their Effects on Aging (R01),1/18/2017,3/6/2020,PAR-17-126,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-126.html
"Biomarkers for Diabetes, Digestive, Kidney and Urologic Diseases Using Biosamples from the NIDDK Repository (R01)",1/17/2017,5/8/2020,PAR-17-123,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-123.html
Basic Mechanisms of Brain Development Mediating Substance Use and Dependence (R01),1/10/2017,1/8/2020,PA-17-119,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-119.html
Discovering Novel Targets: The Molecular Genetics of Drug Addiction and Related Co-Morbidities (R01),1/10/2017,1/8/2020,PA-17-120,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-120.html
NK Cells to Induce Immunological Memory to Prevent HIV Infection (R01),1/9/2017,1/8/2020,PA-17-114,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-114.html
Fc Receptor (FcR) and Antibody Effector Function in HIV Vaccine Discovery (R01),1/9/2017,1/8/2020,PA-17-113,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-113.html
HIV-1 infection of the Central Nervous System (R01),1/5/2017,1/8/2020,PA-17-100,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-100.html
Planning for Non-Communicable Diseases and Disorders Research Training Programs in Low and Middle Income Countries (D71),12/22/2016,3/15/2019,PAR-17-097,PAR,D71,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-097.html
Jointly Sponsored Ruth L. Kirschstein National Research Service Award for Institutional Predoctoral Training Programs in the Neurosciences (T32),12/22/2016,5/26/2019,PAR-17-096,PAR,T32,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-096.html
Cancer Center Support Grants (CCSGs) for NCI-designated Cancer Centers (P30),12/21/2016,1/8/2020,PAR-17-095,PAR,P30,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-095.html
Maximizing Investigators' Research Award (R35),12/21/2016,5/18/2019,PAR-17-094,PAR,R35,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-094.html
Fertility Status as a Marker for Overall Health (R01),12/19/2016,5/8/2020,PA-17-091,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-091.html
"Exploratory Analyses of Existing Cohorts, Data Sets, and Stored Biospecimens to Address Clinical Aging Research Questions (R21)",12/16/2016,5/8/2020,PA-17-089,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-089.html
"Secondary Analyses of Existing Cohorts, Data Sets and Stored Biospecimens to Address Clinical Aging Research Questions (R01)",12/16/2016,5/8/2020,PA-17-088,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-088.html
Eradication of HIV-1 from Central Nervous system Reservoirs (R01),12/13/2016,1/8/2020,PA-17-084,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-084.html
NIMH Mentoring Networks for Mental Health Research Education (R25),12/13/2016,5/25/2019,PAR-17-080,PAR,R25,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-080.html
NIMH Research Education Programs for Psychiatry Residents (R25),12/13/2016,5/25/2019,PAR-17-081,PAR,R25,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-081.html
NIMH Short Courses for Mental Health-Related Research Education (R25),12/13/2016,5/25/2019,PAR-17-082,PAR,R25,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-082.html
Utilizing Health Information Technology to Scale and Spread Successful Practice Models Using Patient-reported Outcomes (R18),12/12/2016,1/26/2020,PA-17-077,PA,R18,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-17-077.html
Revision Awards to Institutional Training Programs to Advance Research on Alzheimers Disease and Alzheimer's Disease Related Dementias (T32),12/9/2016,1/26/2019,PAR-17-072,PAR,T32,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-072.html
Innovative Programs to Enhance Research Training (IPERT) (R25),12/7/2016,1/24/2019,PAR-17-070,PAR,R25,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-070.html
Tools for Clinical Care and Management of Alzheimers Disease (AD) and Its Comorbidities (R41/R42),12/2/2016,9/6/2019,PAR-17-066,PAR,R41/R42,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-066.html
Tools for Clinical Care and Management of Alzheimers Disease (AD) and its Comorbidities (R43/R44),12/2/2016,9/6/2019,PAR-17-067,PAR,R43/R44,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-067.html
National Cancer Institute Youth Enjoy Science Research Education Program (R25),11/25/2016,9/8/2019,PAR-17-059,PAR,R25,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-059.html
Planning Grant for Global Infectious Disease Research Training Program (D71) ,11/17/2016,7/26/2019,PAR-17-058,PAR,D71,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-058.html
Summer Research Experiences for Students and Science Teachers (Admin Supp),11/16/2016,2/1/2019,PA-17-055,PA,(Admin_Supp),Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-055.html
Leveraging Existing Cohort Studies to Clarify Risk and Protective Factors for Alzheimers Disease and Related Dementias (R01),11/16/2016,11/6/2019,PAR-17-054,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-054.html
Postbaccalaureate Research Education Program (PREP) (R25),11/7/2016,1/25/2019,PAR-17-051,PAR,R25,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-051.html
Research Career Enhancement Award to Advance Therapy Development for Alzheimer's (K18),11/7/2016,1/8/2020,PAR-17-052,PAR,K18,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-052.html
Focused Technology Research and Development (R01),11/1/2016,5/8/2019,PAR-17-045,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-045.html
Exploratory Research for Technology Development (R21),11/1/2016,5/8/2019,PAR-17-046,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-046.html
Addressing the Etiology of Health Disparities and Health Advantages Among Immigrant Populations (R01),11/1/2016,1/8/2020,PA-17-041,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-041.html
Addressing the Etiology of Health Disparities and Health Advantages Among Immigrant Populations (R21),11/1/2016,1/8/2020,PA-17-042,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-17-042.html
Comparative Biology of Neurodegeneration (R21),10/27/2016,1/8/2020,PAR-17-039,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-039.html
Platform Delivery Technologies for Nucleic Acid Therapeutics (R43/R44)  ,10/27/2016,9/6/2019,PAR-17-035,PAR,R43/R44,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-035.html
Platform Delivery Technologies for Nucleic Acid Therapeutics (R41/R42)  ,10/27/2016,9/6/2019,PAR-17-036,PAR,R41/R42,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-036.html
Integrative Research to Understand the Impact of Sex Differences on the Molecular Determinants of AD Risk and Responsiveness to Treatment (R01),10/25/2016,1/8/2020,PAR-17-033,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-033.html
Translational Bioinformatics Approaches to Advance Drug Repositioning and Combination Therapy Development for Alzheimers Disease (R01),10/25/2016,1/8/2020,PAR-17-032,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-032.html
Role of Age-Associated Metabolic Changes in Alzheimer's Disease (AD) (R01),10/25/2016,10/6/2019,PAR-17-031,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-031.html
Dynamic Interactions between Systemic or  Non-Neuronal Systems and the Brain in Aging and in Alzheimers Disease (R01),10/21/2016,11/6/2019,PAR-17-029,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-029.html
Improving Quality of Care and Quality of Life for Persons with Alzheimers Disease and Related Dementias at the End of Life (R03),10/21/2016,1/8/2020,PAS-17-026,PAS,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAS-17-026.html
Aging Research Dissertation Awards to Increase Diversity (R36),10/20/2016,1/8/2020,PAR-17-025,PAR,R36,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-025.html
Limited Competition:  Renewal of the Longevity Consortium (U19),10/20/2016,1/26/2020,PAR-17-024,PAR,U19,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-024.html
Revision Requests for Active Alzheimer's Disease Core Centers (P30),10/19/2016,1/8/2020,PAR-17-019,PAR,P30,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-019.html
Large Health Services Research Demonstration and Dissemination Projects for Prevention of Healthcare-Associated Infections (R18),10/13/2016,1/26/2021,PA-17-007,PA,R18,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-17-007.html
Large Research Projects for Prevention of Healthcare-Associated Infections (R01),10/13/2016,3/6/2021,PA-17-008,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-17-008.html
Animal and Biological Material Resource Centers (P40),10/7/2016,1/8/2020,PAR-17-006,PAR,P40,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-006.html
In-Depth Phenotyping and Research Using IMPC-Generated Knockout Mouse Strains Exhibiting Embryonic or Perinatal Lethality or Subviability (R01) ,10/7/2016,11/6/2019,PAR-17-005,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-005.html
"Secondary Analyses of Existing Datasets in Heart, Lung, and Blood Diseases and Sleep Disorders (R21)",10/6/2016,10/31/2019,PAR-17-004,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-004.html
Revision Applications for Validation of Biomarker Assays Developed Through NIH-Supported Research Grants (R01) ,10/4/2016,10/29/2019,PAR-17-003,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-17-003.html
NINDS Ruth L. Kirschstein National Research Service Award (NRSA) for Training of Postdoctoral Fellows (F32) ,10/3/2016,1/8/2020,PAR-16-458,PAR,F32,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-458.html
AHRQ Conference Grant Programs (R13),9/29/2016,11/2/2021,PA-16-453,PA,R13,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-16-453.html
Kidney Precision Medicine Project - Technology Development and Validation (R43/R44),9/28/2016,1/6/2020,PA-16-452,PA,R43/R44,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-452.html
Kidney Precision Medicine Project - Technology Development and Validation (R41/R42),9/28/2016,1/6/2020,PA-16-451,PA,R41/R42,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-451.html
NIAMS Clinical Trial Planning Grant (R34),9/23/2016,11/2/2019,PAR-16-446,PAR,R34,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-446.html
Trophoblast Differentiation and Function (R01) ,9/23/2016,1/8/2020,PA-16-445,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-445.html
Drug Abuse Dissertation Research (R36),9/22/2016,1/8/2020,PA-16-443,PA,R36,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-443.html
Changes in Cellular Architecture During Aging (R01),9/22/2016,1/8/2020,PA-16-442,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-442.html
Support of Competitive Research (SCORE) Pilot Project Award (SC2),9/21/2016,9/8/2019,PAR-16-438,PAR,SC2,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-438.html
Support of Competitive Research (SCORE) Research Continuance Award (SC3),9/21/2016,9/8/2019,PAR-16-437,PAR,SC3,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-437.html
Support of Competitive Research (SCORE) Research Advancement Award (SC1),9/21/2016,9/8/2019,PAR-16-439,PAR,SC1,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-439.html
Centers of Excellence in Genomic Science (CEGS) (RM1),9/19/2016,5/21/2019,PAR-16-436,PAR,RM1,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-436.html
Genomics of HIV/AIDS Drug Response and Co-Morbidities (R01),9/19/2016,5/8/2020,PA-16-435,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-435.html
Core Centers for Clinical Research (CCCR) (P30),9/16/2016,1/18/2019,RFA-AR-17-002,RFA,P30,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AR-17-002.html
NIAID Career Transition Award (K22),9/16/2016,9/8/2019,PAR-16-434,PAR,K22,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-434.html
Developing Measures of Shared Decision Making (R01),9/8/2016,2/5/2022,PA-16-424,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-16-424.html
"""High"" or ""Medium"" Priority AIDS Research  on Non-AIDS-defining or AIDS-defining Cancers (R21)",9/7/2016,9/8/2019,PA-16-425,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-425.html
"""High"" or ""Medium"" Priority AIDS Research  on Non-AIDS-defining or AIDS-defining Cancers (R01)",9/7/2016,9/8/2019,PA-16-426,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-426.html
Large Research Projects for Combating  Antibiotic-Resistant Bacteria (CARB) (R01),9/6/2016,10/31/2021,PA-16-423,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-16-423.html
Large Health Services Research Demonstration and Dissemination Projects for Combating Antibiotic-Resistant Bacteria (CARB)(R18) ,9/6/2016,10/31/2021,PA-16-422,PA,R18,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-16-422.html
Advancing Patient Safety Implementation through Safe Medication Use Research (R18),9/6/2016,9/26/2019,PA-16-421,PA,R18,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-16-421.html
Advances in Patient Safety through Simulation Research (R18),9/6/2016,1/26/2022,PA-16-420,PA,R18,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-16-420.html
Maximizing the Scientific Value of the NHLBI Biorepository: Scientific Opportunities for Exploratory Research (R21),8/29/2016,1/8/2020,RFA-HL-17-022,RFA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-17-022.html
NIAID Investigator Initiated Program Project Applications (P01),8/18/2016,9/8/2019,PAR-16-413,PAR,P01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-413.html
NIAID Resource-Related Research Projects (R24),8/18/2016,9/8/2019,PAR-16-412,PAR,R24,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-412.html
NIDCR Small Grant Program for New Investigators (R03) ,8/16/2016,9/8/2019,PAR-16-409,PAR,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-409.html
Limited Competition:  Additional Sequencing for the Alzheimer's Disease Sequencing Project (U01),8/15/2016,9/8/2019,PAR-16-406,PAR,U01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-406.html
Engineering Next-Generation Human Nervous System Microphysiological Systems (R01),8/11/2016,1/8/2020,PAR-16-398,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-398.html
Engineering Next-Generation Human Nervous System Microphysiological Systems (R21),8/11/2016,1/8/2020,PAR-16-397,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-397.html
Secondary Analyses of Alcohol and Chronic Disease (R01),8/10/2016,9/8/2019,PA-16-395,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-395.html
Secondary Analyses of Alcohol and Chronic Disease (R03),8/10/2016,9/8/2019,PA-16-394,PA,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-394.html
Chemistry Science Track Award for Rapid Transition (C/START) (R03),8/1/2016,9/8/2019,PAR-16-383,PAR,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-383.html
Chemical Discovery (CHEM) Award (R21/R33) ,8/1/2016,9/8/2019,PAR-16-384,PAR,R21/R33,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-384.html
FDA Scientific Conference Grant Program (R13),7/27/2016,10/12/2019,PAR-16-378,PAR,R13,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-16-378.html
Assay Development and Screening to Discover Therapeutic or Imaging Agents for Diseases of Interest to the NIDDK (R01),7/21/2016,9/8/2019,PA-16-374,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-374.html
Phenotypic and Functional Characterization of ApoE2 to Inform Translation Strategies for Aging-Related Conditions (R21),7/15/2016,9/8/2019,PAR-16-371,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-371.html
Phenotypic and Functional Characterization of ApoE2 to Inform Translation Strategies for Aging-Related Conditions (R01),7/15/2016,9/8/2019,PAR-16-370,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-370.html
Resource-Related Research Projects for Development of Animal Models and Related Materials (R24),7/14/2016,9/8/2019,PAR-16-369,PAR,R24,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-369.html
NIDCR Small Research Grants for Secondary Analysis of FaceBase Data (R03),7/11/2016,9/8/2019,PAR-16-362,PAR,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-362.html
Social Epigenomics Research Focused on Minority Health and Health Disparities (R21),7/7/2016,11/16/2018,PAR-16-356,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-356.html
Social Epigenomics Research Focused on Minority Health and Health Disparities (R01),7/7/2016,11/16/2018,PAR-16-355,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-355.html
New Informatics Tools and Methods to Enhance US Cancer Surveillance and Research (UG3/UH3) ,6/29/2016,4/17/2019,PAR-16-349,PAR,UG3/UH3,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-349.html
Initiative to Maximize Research Education in Genomics: Diversity Action Plan (R25),6/27/2016,5/26/2019,PAR-16-345,PAR,R25,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-345.html
Biological Comparisons in Patient-Derived Models of Cancer (U01),6/24/2016,3/7/2019,PAR-16-344,PAR,U01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-344.html
Linking the Provider Recommendation to Adolescent HPV Vaccine Uptake (R03),6/16/2016,7/17/2019,PAR-16-337,PAR,R03,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-16-337.html
Limited Competition: Administrative Supplements to Enhance Network Capacity: Collaborative Opportunities for the CTSA Program (Admin Supp),6/14/2016,3/2/2019,PA-16-328,PA,(Admin_Supp),Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-16-328.html
